"";"P5824";"P5826";"P5828";"P5830";"P5832"
"GO:0001725";0,00439320532170507;0,000510607368510778;0,313747711076724;0,00158718460700354;0,0010112598713891
"GO:0030863";0,00110536169862117;3,5320298403297e-05;0,118162915480779;2,60249573907943e-06;1,23357523073858e-05
"GO:0009331";0,113139310714978;1;1;1;1
"GO:0030485";1;1;0,10858300918547;1;0,152478767174582
"GO:0032391";1;1;1;1;1
"GO:0071595";1;1;1;1;1
"GO:0060077";1;1;1;1;1
"GO:0071944";0,0781996922009213;0,443599450079341;0,0438049509249916;0,0545006478212059;0,0826951624271499
"GO:0072559";1;1;1;1;1
"GO:0031227";1;1;1;1;1
"GO:0043209";1;0,443599450079341;1;0,323005613219727;0,391292985878327
"GO:0005749";0,000233573285157137;0,177480211479197;1;0,12190867211268;0,152478767174582
"GO:0034993";1;0,0299558926627494;1;1;1
"GO:0031527";1;0,0938701174104269;1;0,300630199436517;1
"GO:0031981";1;0,0476683937823834;1;1;1
"GO:0032993";1;1;1;1;1
"GO:0044194";1;1;1;1;1
"GO:0031904";1;1;1;1;1
"GO:0005838";4,65621167361969e-06;1,20939315131101e-05;1;0,228975735907015;0,000164281486417764
"GO:0008250";1,96176460699872e-05;5,02218896984105e-05;0,000116756928876683;0,0387519730626448;0,0064204392461761
"GO:0035097";1;0,415733267415334;1;1;1
"GO:0005639";0,181369417065609;0,216696149276497;1;1;1
"GO:0036126";1;1;1;1;1
"GO:0030134";1;1;1;1;1
"GO:0031305";0,356179749847838;1;1;1;1
"GO:0000940";1;0,323487943169753;0,205394043239493;1;1
"GO:0000307";1;1;1;1;1
"GO:0000176";1;1;1;1;1
"GO:0072357";0,244356373235934;0,0406299248044504;1;0,203497728608073;0,251392759191412
"GO:0042587";0,21349238416496;0,00193759554449094;0,158376967577826;0,177179158832846;0,219773943227638
"GO:0005895";1;1;0,0283246977547494;1;0,0405132000986923
"GO:0005684";0,0769232511309632;0,0930667520337761;1;0,0629316705643901;0,0793869990879822
"GO:0035748";0,244356373235934;0,0406299248044504;0,182222745780616;0,203497728608073;0,251392759191412
"GO:0032584";1;1;1;1;1
"GO:0000145";1;0,470137885433282;1;0,34466622461723;1
"GO:0030314";1;1;1;1;1
"GO:0005774";1;1;1;1;1
"GO:0002133";1;1;1;1;1
"GO:0030061";1;0,0206164602899966;0,133837110795832;0,149992339279699;0,186821343165385
"GO:0031988";1;1;1;1;1
"GO:0031083";1;1;1;1;1
"GO:0000506";1;1;1;1;1
"GO:0033185";1;1;0,0825939116271838;1;1
"GO:0030125";1;1;1;1;1
"GO:0071438";0,113139310714978;0,136303070325015;0,0825939116271838;0,0928986190653168;1
"GO:0043020";1;1;1;1;1
"GO:0044300";1;1;1;1;1
"GO:0005785";1;1;1;1;0,116687659096311
"GO:0005786";1;0,0299558926627494;0,0111378268858639;0,177179158832846;0,00120870392585093
"GO:0042788";0,181369417065609;0,216696149276497;0,000216643264778682;1;0,186821343165385
"GO:0000813";1;1;1;1;1
"GO:0034663";0,113139310714978;0,136303070325015;0,0825939116271838;0,0928986190653168;0,116687659096311
"GO:0005697";1;0,289613246565046;0,182222745780616;1;0,251392759191412
"GO:0005858";1;0,470137885433282;1;1;1
"GO:0019866";1;1;1;1;1
"GO:0042101";1;1;1;1;1
"GO:0032009";1;1;1;1;1
"GO:0019815";1;1;1;1;1
"GO:0000276";4,65621167361969e-06;1,20939315131101e-05;9,34991436494615e-07;6,54392879116732e-05;1,34906736489672e-09
"GO:0034361";0,551026717135867;0,0672740596912376;0,437264246616497;1;0,193367711758502
"GO:0034363";1;0,177480211479197;0,10858300918547;1;0,152478767174582
"GO:0042627";1;0,415733267415334;0,271048836044669;1;0,365576500590729
"GO:0034366";1;0,0524903703320925;0,205394043239493;1;0,0390200761562181
"GO:0030877";1;0,386472981051252;1;1;0,338774931535722
"GO:0071203";0,128451111443293;0,175643497214566;1;0,0911816056765082;0,135398349618258
"GO:0008290";0,0367763168166408;0,00504858822152402;1;0,00161592817951214;0,0390200761562181
"GO:0090537";1;1;1;1;1
"GO:0035841";1;1;1;1;1
"GO:0030673";1;0,415733267415334;1;0,300630199436517;0,365576500590729
"GO:0005921";0,451472727481793;1;1;0,385933517348993;1
"GO:0030992";1;1;1;1;1
"GO:0030127";0,046075032028845;0,0654001130278689;0,22790990537014;0,253639986444225;1
"GO:0001739";1;1;1;1;1
"GO:0030532";0,0668576487388631;0,00129337696985288;0,0371888874031392;0,000285677519088398;0,00856470718678955
"GO:0005686";1;0,0127716468624687;0,10858300918547;0,00586845992322691;0,00931433486149795
"GO:0005854";1;0,0476683937823834;1;0,0319763138415988;0,0405132000986923
"GO:0000938";1;1;1;1;1
"GO:0034774";1;0,443599450079341;1;1;0,391292985878327
"GO:0036117";1;1;1;1;1
"GO:0030895";1;1;1;1;1
"GO:0005891";1;1;1;1;1
"GO:0031674";0,128451111443293;0,175643497214566;0,368659541912571;0,0911816056765082;0,135398349618258
"GO:0043596";0,21349238416496;0,254044200599247;1;0,177179158832846;1
"GO:0008385";1;1;1;1;1
"GO:0008287";1;1;1;1;1
"GO:0008328";1;1;1;1;1
"GO:0032591";1;1;1;1;1
"GO:0005852";0,451472727481793;5,13447543596006e-14;0,000677860520899488;1,70321291535555e-07;7,03650533334442e-17
"GO:0033290";0,429059118227477;1,07355288968721e-14;0,000508433018770429;9,34168999751141e-08;9,74290254219984e-18
"GO:0070969";1;1;1;1;1
"GO:0035631";1;1;1;1;0,365576500590729
"GO:0005845";1;1;1;1;1
"GO:0070022";0,113139310714978;0,136303070325015;1;0,0928986190653168;0,116687659096311
"GO:0009348";1;1;1;1;1
"GO:0030137";0,0142032521028946;0,216696149276497;0,133837110795832;0,149992339279699;0,186821343165385
"GO:0031380";1;1;1;1;1
"GO:0005683";0,00186991114320584;0,000159973192482697;0,0153022983610846;0,0192677401814869;0,00205158137697184
"GO:0005879";1;0,136303070325015;1;1;1
"GO:0045025";0,0769232511309632;1;1;1;1
"GO:0031231";1;1;1;1;1
"GO:0031088";0,181369417065609;0,216696149276497;0,133837110795832;1;0,186821343165385
"GO:0030014";0,356179749847838;1;1;1;1
"GO:0055087";1;1;1;1;1
"GO:0017101";0,113139310714978;0,00659411545129826;0,00235757234240666;0,0928986190653168;0,116687659096311
"GO:0005943";1;1;1;1;1
"GO:0032021";1;1;1;1;1
"GO:0012510";1;1;1;1;1
"GO:0071204";0,0207545815688569;0,00193759554449094;0,000424154460342753;0,000605527305874399;0,00120870392585093
"GO:0000778";1;0,177480211479197;1;1;1
"GO:0000779";1;0,00659411545129826;1;0,0928986190653168;0,116687659096311
"GO:0031523";1;0,0930667520337761;1;0,0629316705643901;0,0793869990879822
"GO:0043240";1;1;1;1;1
"GO:0038039";1;1;1;1;1
"GO:0045239";0,0392301998519615;0,0476683937823834;1;0,0319763138415988;0,0405132000986923
"GO:0032421";1;1;1;1;1
"GO:0045092";1;1;1;1;1
"GO:0032432";1;1;1;1;1
"GO:0031045";1;1;1;1;1
"GO:0016327";1;1;1;1;1
"GO:0000407";1;1;1;1;1
"GO:0014802";1;1;1;1;1
"GO:0005861";1;1;1;1;1
"GO:0035189";1;1;1;1;1
"GO:0070110";1;1;1;1;1
"GO:0005900";1;1;1;1;1
"GO:0005896";1;1;1;1;1
"GO:0031091";1;1;1;1;1
"GO:0060091";1;1;1;1;1
"GO:0030130";0,0207545815688569;0,0299558926627494;0,158376967577826;0,0140582415139654;0,219773943227638
"GO:0033018";0,0283084497391173;0,289613246565046;1;0,203497728608073;0,251392759191412
"GO:0005688";1;1;1;1;1
"GO:0045263";0,181369417065609;0,216696149276497;0,133837110795832;1;0,186821343165385
"GO:0097141";1;1;1;1;1
"GO:0097140";1;1;1;1;1
"GO:0046658";1;1;1;1;1
"GO:0005847";1;1;1;1;1
"GO:0070195";1;1;1;1;1
"GO:0035068";1;1;1;1;1
"GO:0014731";1;0,00504858822152402;1;0,228975735907015;0,281731713910725
"GO:0008091";1;0,00730627089687517;1;0,0316617316093385;0,0488450029942838
"GO:0030126";0,0900883640890806;0,0215739356469085;1;0,34466622461723;0,415968266508056
"GO:0033276";1;1;1;1;1
"GO:0005610";1;1;1;1;1
"GO:0048787";1;1;1;1;1
"GO:0032010";1;1;1;1;1
"GO:0031080";0,302502621382778;0,355748921937489;1;1;0,31084255277528
"GO:0032389";1;1;1;1;1
"GO:0043218";0,147936184073066;0,177480211479197;0,10858300918547;1;0,152478767174582
"GO:0031592";1;1;1;1;1
"GO:0030981";1;1;1;1;1
"GO:0008537";6,01568779725175e-05;0,000107995570837252;0,0825939116271838;0,00299777356253702;0,00478567907132478
"GO:0000780";1;1;1;0,203497728608073;1
"GO:0070618";1;0,0476683937823834;1;0,0319763138415988;0,0405132000986923
"GO:0009360";1;1;1;1;1
"GO:0044292";1;1;1;1;1
"GO:0001652";1;0,177480211479197;0,10858300918547;0,12190867211268;0,152478767174582
"GO:0030868";1;0,254044200599247;1;1;1
"GO:0031616";0,244356373235934;0,289613246565046;0,0153022983610846;0,203497728608073;0,251392759191412
"GO:0030117";1;1;1;1;1
"GO:0030132";0,0142032521028946;0,0206164602899966;0,133837110795832;0,00957400344460176;0,186821343165385
"GO:0005850";0,113139310714978;0,00659411545129826;1;0,0928986190653168;0,00478567907132478
"GO:0035686";1;1;1;1;1
"GO:0097362";1;1;1;1;1
"GO:0030123";1;1;1;1;1
"GO:0000930";1;1;1;1;1
"GO:0030056";0,0367763168166408;0,0524903703320925;0,0200236635684788;0,0251516775154784;0,0390200761562181
"GO:0031673";1;1;1;1;1
"GO:0005589";1;1;1;1;1
"GO:0035355";1;1;1;1;1
"GO:0035354";1;1;1;1;1
"GO:0005732";1;0,254044200599247;0,158376967577826;1;0,219773943227638
"GO:0030478";0,113139310714978;0,136303070325015;1;0,0928986190653168;0,116687659096311
"GO:0046696";0,147936184073066;0,177480211479197;0,10858300918547;0,12190867211268;0,152478767174582
"GO:0005849";1;0,0127716468624687;1;0,12190867211268;0,00931433486149795
"GO:0005967";0,113139310714978;0,136303070325015;1;1;1
"GO:0035985";1;0,136303070325015;1;0,0928986190653168;0,116687659096311
"GO:0005883";1;1;1;1;1
"GO:0031105";1;0,415733267415334;1;0,300630199436517;1
"GO:0033256";1;1;1;1;1
"GO:0017059";0,147936184073066;0,177480211479197;0,10858300918547;0,12190867211268;0,152478767174582
"GO:0097136";0,113139310714978;0,136303070325015;0,0825939116271838;1;1
"GO:0045171";1;0,289613246565046;1;1;0,251392759191412
"GO:0000445";1;0,216696149276497;1;1;1
"GO:0070382";1;1;1;1;1
"GO:0043625";1;1;1;1;1
"GO:0005960";1;1;1;1;1
"GO:0043260";1;1;1;1;1
"GO:0043259";1;1;1;1;1
"GO:0036021";1;1;1;1;1
"GO:0034362";1;1;1;1;1
"GO:0033010";1;0,136303070325015;0,0825939116271838;1;0,116687659096311
"GO:0060171";1;1;1;1;1
"GO:0002142";1;1;1;1;1
"GO:0005753";1,3067845147707e-10;7,37028431054549e-10;4,48374436755378e-10;4,80350734000292e-08;1,73995108883104e-10
"GO:0042405";0,302502621382778;0,00730627089687517;0,22790990537014;0,0316617316093385;0,0488450029942838
"GO:0032783";1;1;1;1;1
"GO:0030956";1;1;1;1;1
"GO:0002944";1;1;1;1;1
"GO:0038038";1;1;1;1;1
"GO:0032437";1;0,0127716468624687;1;0,00586845992322691;0,00931433486149795
"GO:0031090";1;1;1;1;1
"GO:0097451";1;1;1;1;1
"GO:0012506";1;1;1;0,365634834455667;1
"GO:0036057";0,244356373235934;0,0406299248044504;1;0,203497728608073;0,0300610474449897
"GO:0031074";1;1;1;1;1
"GO:0032002";1;1;1;1;1
"GO:0034464";1;1;1;1;1
"GO:0072563";0,0769232511309632;0,00227003553099092;1;0,0629316705643901;0,0793869990879822
"GO:0032311";1;1;1;1;1
"GO:0035003";1;1;1;1;1
"GO:0005890";0,000408452188933025;0,0100710054848628;0,0309994872788172;0,277516432375511;0,0064204392461761
"GO:0019028";1;1;1;1;1
"GO:0032133";1;1;1;1;1
"GO:0001520";1;1;1;1;1
"GO:0001674";1;1;1;1;1
"GO:0070552";1;1;1;1;1
"GO:0071817";0,181369417065609;0,216696149276497;0,133837110795832;0,149992339279699;0,186821343165385
"GO:0032541";1;1;1;1;1
"GO:0014701";1;1;1;1;1
"GO:0031095";0,302502621382778;0,355748921937489;0,0252671461943114;0,253639986444225;0,31084255277528
"GO:0072558";1;1;1;1;1
"GO:0005944";1;1;1;1;1
"GO:0000974";0,147936184073066;0,0127716468624687;0,00462661895232561;0,12190867211268;0,00931433486149795
"GO:0042382";0,00110059317097008;7,12578978628825e-05;0,000424154460342753;1,4761976454814e-05;6,25492420503918e-07
"GO:0001931";0,0283084497391173;0,000159973192482697;0,182222745780616;3,35705868243106e-05;8,48673243563839e-05
"GO:0005675";1;1;1;1;1
"GO:0043292";1;1;1;1;1
"GO:0048179";1;1;1;1;1
"GO:0072517";1;1;1;1;1
"GO:0000346";0,113139310714978;0,136303070325015;0,0825939116271838;0,0928986190653168;0,00478567907132478
"GO:0035693";0,0392301998519615;0,0476683937823834;0,0283246977547494;1;1
"GO:0035692";0,0392301998519615;0,0476683937823834;0,0283246977547494;1;1
"GO:0000439";1;1;1;1;1
"GO:0034360";1;1;1;1;1
"GO:0034359";1;1;1;1;1
"GO:0061574";1;1;1;1;0,00478567907132478
"GO:0017109";1;1;1;1;1
"GO:0035339";1;0,0930667520337761;1;1;0,0793869990879822
"GO:0032449";1;1;1;1;1
"GO:0090498";1;1;1;1;1
"GO:0005797";1;1;1;1;1
"GO:0000138";1;1;1;1;1
"GO:0034399";0,0668576487388631;0,0938701174104269;1;0,300630199436517;0,000702391404540261
"GO:0005751";0,147936184073066;0,177480211479197;0,10858300918547;1;0,152478767174582
"GO:0042765";1;1;1;1;1
"GO:0046930";1;1;0,000726648197812427;1;1
"GO:0000800";1;0,386472981051252;0,249788840713621;0,277516432375511;0,338774931535722
"GO:0005662";1;0,00193759554449094;0,0111378268858639;0,0140582415139654;0,00120870392585093
"GO:0097342";1;1;1;1;1
"GO:0005592";1;1;1;1;1
"GO:0005825";1;1;1;1;1
"GO:0031467";1;0,136303070325015;1;0,0928986190653168;0,116687659096311
"GO:0044294";1;1;1;1;1
"GO:0005584";1;1;1;1;1
"GO:0072536";1;1;1;1;1
"GO:0042022";1;1;1;1;1
"GO:0042824";0,0769232511309632;0,0930667520337761;1;0,0629316705643901;0,0793869990879822
"GO:0060187";1;1;1;1;1
"GO:0001741";0,329877740656113;1;1;1;0,338774931535722
"GO:0033503";1;1;1;1;1
"GO:0071065";1;1;1;1;1
"GO:0032809";1;1;1;1;1
"GO:0000939";1;1;1;1;1
"GO:0005719";0,015837878667097;0,00349842486405103;0,0582021836774133;0,00910215484262888;0,00193311442750613
"GO:0071782";0,0392301998519615;1;1;0,0319763138415988;0,0405132000986923
"GO:0043541";1;1;1;1;1
"GO:0005672";1;1;1;1;1
"GO:0032044";1;1;1;1;1
"GO:0035838";1;1;1;1;1
"GO:0044231";1;1;1;1;1
"GO:0045334";1;1;1;1;1
"GO:0005740";1;0,254044200599247;1;0,177179158832846;0,219773943227638
"GO:0044609";0,0769232511309632;0,0930667520337761;0,000800930310573999;0,0629316705643901;0,0793869990879822
"GO:0031253";1;1;1;1;1
"GO:0031932";1;1;1;1;1
"GO:0048237";0,0769232511309632;1;1;1;1
"GO:0005757";0,0392301998519615;0,0476683937823834;0,0283246977547494;1;1
"GO:0016602";1;1;1;1;1
"GO:0035578";1;1;1;1;1
"GO:0032998";1;1;1;1;1
"GO:0009279";1;0,136303070325015;1;1;1
"GO:0070821";1;1;1;1;1
"GO:0043159";0,113139310714978;0,136303070325015;1;0,0928986190653168;0,116687659096311
"GO:0042827";1;1;1;1;1
"GO:0000275";0,000233573285157137;0,000416584040127766;0,10858300918547;0,000127087201847133;0,000257023281151605
"GO:0033588";1;1;1;1;1
"GO:0008023";1;1;1;1;1
"GO:0042406";0,0392301998519615;1;1;0,0319763138415988;1
"GO:0033180";0,000145015537637849;0,0524903703320925;1;0,0251516775154784;0,0390200761562181
"GO:0000127";1;1;1;1;1
"GO:0005862";0,000233573285157137;0,0127716468624687;1;0,000127087201847133;0,00931433486149795
"GO:0019008";1;1;1;1;1
"GO:1990111";1;1;1;0,149992339279699;0,186821343165385
"GO:0030896";1;1;1;1;1
"GO:0005956";1;1;1;1;1
"GO:0030119";0,274010667010118;1;1;1;1
"GO:0030687";1;1;1;1;1
"GO:0070545";1;1;1;1;1
"GO:0046691";1;1;1;1;1
"GO:0045179";1;1;1;1;1
"GO:0071821";1;1;1;1;1
"GO:0034673";1;1;1;1;1
"GO:0042105";1;1;1;1;1
"GO:0097361";1;1;1;1;1
"GO:0030118";0,0142032521028946;0,0206164602899966;0,133837110795832;0,00957400344460176;0,186821343165385
"GO:0005760";1;1;1;1;1
"GO:0070826";1;1;1;1;1
"GO:0090534";1;1;1;1;1
"GO:0031264";1;1;1;1;1
"GO:0071818";1;1;1;1;1
"GO:0097440";1;1;1;1;1
"GO:0034678";0,113139310714978;0,136303070325015;0,0825939116271838;0,0928986190653168;0,116687659096311
"GO:0097058";1;1;1;1;1
"GO:0097059";1;1;1;1;1
"GO:0072546";1;1;1;1;1
"GO:0002116";1;0,289613246565046;1;1;1
"GO:1990077";1;1;1;1;1
"GO:0005773";1;1;1;1;1
"GO:0043083";1;1;1;1;1
"GO:0000177";1;1;1;1;1
"GO:0000137";1;1;1;1;1
"GO:0031240";1;1;1;1;1
"GO:0032798";1;1;1;1;1
"GO:0097233";1;1;1;1;1
"GO:0000214";1;1;1;1;1
"GO:0070937";3,31037239041569e-05;7,12578978628825e-05;9,1320692146117e-06;1,4761976454814e-05;6,25492420503918e-07
"GO:0016593";1;1;1;1;1
"GO:0005775";1;1;1;1;1
"GO:0000220";1;1;1;1;1
"GO:0030897";1;1;1;1;1
"GO:0044291";1;0,0930667520337761;0,0558484651989243;1;0,0793869990879822
"GO:0031931";1;1;1;1;1
"GO:0000441";1;1;1;1;1
"GO:0060473";1;1;1;1;1
"GO:0000796";1;1;1;1;1
"GO:0005930";1;1;1;1;1
"GO:0030914";1;1;1;1;1
"GO:0030692";1;1;1;1;1
"GO:0070743";1;1;1;1;1
"GO:0043514";1;1;1;1;1
"GO:0016533";1;1;1;1;1
"GO:0016234";0,302502621382778;0,355748921937489;0,22790990537014;0,253639986444225;0,31084255277528
"GO:0032777";1;1;1;1;1
"GO:0005784";0,00449113196293437;0,00659411545129826;1;1;1
"GO:0097209";1;1;1;1;1
"GO:0005623";1;1;1;1;1
"GO:0008540";1;1;1;1;1
"GO:0005663";0,21349238416496;7,12578978628825e-05;0,000424154460342753;0,000605527305874399;0,219773943227638
"GO:0008352";1;1;1;1;1
"GO:0032797";1;1;1;1;1
"GO:0097149";1;1;1;1;1
"GO:0031933";1;1;1;1;1
"GO:0070852";1;1;1;1;1
"GO:0001534";1;1;1;1;1
"GO:0044327";1;1;1;1;1
"GO:0019773";1;4,20067205440052e-09;1;1,70188573694822e-06;1,34906736489672e-09
"GO:0005724";1;1;1;1;1
"GO:0071914";1;1;1;1;1
"GO:0005652";0,113139310714978;0,136303070325015;1;0,0928986190653168;0,116687659096311
"GO:0030849";1;1;1;1;1
"GO:0000805";1;1;1;1;1
"GO:0000806";1;1;1;1;1
"GO:0005687";1;1;1;1;1
"GO:0005690";1;1;1;1;1
"GO:0070436";1;1;1;1;1
"GO:0034455";1;1;1;1;1
"GO:0005942";1;1;1;1;1
"GO:0072669";1;0,00100442672117691;3,11404429373791e-06;0,000310144641164607;0,000623142336691985
"GO:0071920";1;0,0930667520337761;0,0558484651989243;1;1
"GO:0071546";1;1;1;1;1
"GO:0070461";1;1;1;1;1
"GO:0044224";1;1;1;1;1
"GO:0031315";1;1;1;1;1
"GO:0008275";1;1;1;1;1
"GO:0005958";0,147936184073066;0,177480211479197;0,10858300918547;0,12190867211268;0,152478767174582
"GO:0032807";1;1;1;1;1
"GO:0031461";1;1;1;1;1
"GO:0032127";1;1;1;1;1
"GO:0070820";1;1;1;1;1
"GO:0071133";1;1;1;1;1
"GO:0005915";1;0,323487943169753;0,205394043239493;1;0,281731713910725
"GO:0071665";1;1;1;1;1
"GO:0071437";0,113139310714978;1;1;1;1
"GO:0070695";1;1;1;1;1
"GO:0031618";1;0,00659411545129826;1;0,0928986190653168;0,116687659096311
"GO:0005914";1;1;1;1;1
"GO:0031233";1;1;1;1;1
"GO:0005863";1;1;1;1;1
"GO:0072562";1;1;1;1;1
"GO:0005726";1;1;1;1;1
"GO:0005600";1;1;1;1;1
"GO:0036020";1;1;1;1;1
"GO:0001740";0,113139310714978;0,136303070325015;0,0825939116271838;1;0,116687659096311
"GO:0005826";0,181369417065609;0,216696149276497;0,133837110795832;0,149992339279699;0,186821343165385
"GO:0005588";1;1;1;1;1
"GO:0042583";1;1;1;1;1
"GO:0000791";1;1;0,0825939116271838;1;1
"GO:0097057";0,0392301998519615;1;1;1;1
"GO:0030285";1;1;1;1;1
"GO:0000221";0,0392301998519615;1;1;1;1
"GO:0043205";1;1;1;1;1
"GO:0005641";0,0283084497391173;0,00327081230849712;0,182222745780616;0,0192677401814869;0,00205158137697184
"GO:0044530";0,113139310714978;0,00659411545129826;0,00235757234240666;3,25488969426848e-05;0,116687659096311
"GO:0000802";1;1;1;1;1
"GO:0005885";0,00290484850654663;1,20939315131101e-05;0,205394043239493;0,00161592817951214;1,13406487862463e-07
"GO:0044615";0,147936184073066;0,000416584040127766;0,10858300918547;0,00586845992322691;0,00931433486149795
"GO:0070557";0,0769232511309632;0,0930667520337761;1;0,0629316705643901;1
"GO:0031092";1;1;1;1;0,219773943227638
"GO:0032116";1;1;1;1;1
"GO:0071797";1;1;1;1;1
"GO:0030686";0,00449113196293437;0,00659411545129826;0,00235757234240666;0,00299777356253702;0,00478567907132478
"GO:0017071";1;1;1;1;1
"GO:0042175";1;1;0,0558484651989243;1;0,0793869990879822
"GO:0031905";0,0015371485729598;0,0930667520337761;0,0558484651989243;0,0629316705643901;0,0793869990879822
"GO:0044306";1;1;1;1;1
"GO:0070722";1;1;1;1;1
"GO:0008274";1;1;1;1;1
"GO:0005927";1;1;1;1;1
"GO:0042599";1;1;1;1;1
"GO:0016013";1;1;1;1;1
"GO:0032937";1;1;1;1;1
"GO:0002095";1;1;1;1;1
"GO:0033150";1;1;1;1;1
"GO:0042825";1;1;1;1;1
"GO:0002189";1;1;1;1;1
"GO:0010370";1;1;1;1;1
"GO:0030904";1;1;1;1;1
"GO:0030055";1;1;1;1;1
"GO:0097226";1;0,0476683937823834;1;1;1
"GO:0097196";1;1;1;1;1
"GO:0030990";1;1;1;1;1
"GO:0031213";0,0769232511309632;0,0930667520337761;0,0558484651989243;1;1
"GO:0000444";1;1;1;1;1
"GO:0031985";1;1;1;0,177179158832846;1
"GO:0000126";1;1;1;1;1
"GO:0051286";1;1;1;1;1
"GO:0005899";1;0,0930667520337761;1;0,0629316705643901;0,0793869990879822
"GO:0097449";1;1;1;1;0,0405132000986923
"GO:0005969";1;1;1;1;1
"GO:0031209";1;1;1;1;1
"GO:0008622";1;1;1;1;1
"GO:0000799";1;1;1;1;1
"GO:0005674";1;1;1;1;1
"GO:0015934";1;1;0,158376967577826;1;1
"GO:0005595";1;1;1;1;1
"GO:0070860";1;1;1;1;1
"GO:0043293";1;1;1;1;1
"GO:0016028";1;1;1;1;1
"GO:0000308";1;1;1;1;1
"GO:0044316";1;1;1;1;1
"GO:0071439";1;1;1;1;1
"GO:0008282";1;1;1;1;1
"GO:0005945";1;0,00659411545129826;0,0825939116271838;0,00299777356253702;0,00478567907132478
"GO:0035370";1;1;1;1;0,0793869990879822
"GO:0070188";1;1;1;1;1
"GO:0005971";1;1;1;1;0,0405132000986923
"GO:0031301";1;1;1;1;1
"GO:0030112";1;1;1;1;1
"GO:0031265";1;0,177480211479197;0,10858300918547;0,12190867211268;0,152478767174582
"GO:0001650";1;0,0930667520337761;0,0558484651989243;0,0629316705643901;0,0793869990879822
"GO:0071062";1;0,00659411545129826;0,00235757234240666;0,0928986190653168;0,116687659096311
"GO:0030120";1;1;1;1;1
"GO:0016507";0,0015371485729598;0,00227003553099092;0,000800930310573999;0,00102095711880746;0,00163940110940227
"GO:0033011";1;1;1;1;1
"GO:0009330";0,0392301998519615;0,0476683937823834;0,0283246977547494;1;0,0405132000986923
"GO:0070435";1;1;1;1;1
"GO:0033596";1;1;1;1;1
"GO:0070438";1;1;1;1;1
"GO:0031313";1;1;1;1;1
"GO:0005954";1;1;1;1;1
"GO:0002079";1;1;1;1;0,116687659096311
"GO:0034750";1;1;1;1;1
"GO:0002177";1;1;1;1;1
"GO:0032299";1;1;1;1;1
"GO:0031304";1;1;1;1;1
"GO:0031094";1;1;1;1;1
"GO:0045098";1;1;1;1;1
"GO:0030688";1;1;0,00235757234240666;1;1
"GO:0043229";1;1;1;1;1
"GO:0042584";1;1;1;1;1
"GO:0032585";1;1;1;1;1
"GO:0043257";1;1;1;1;1
"GO:0005607";1;1;1;1;1
"GO:0072534";1;1;1;1;1
"GO:0097169";1;1;1;1;1
"GO:0070369";1;1;1;1;1
"GO:0045160";1;1;1;1;1
"GO:0033291";1;0,0476683937823834;0,0283246977547494;1;0,0405132000986923
"GO:0002193";1;1;1;1;1
"GO:0008024";1;1;1;1;1
"GO:0071598";1;1;1;1;1
"GO:0090543";1;1;1;1;1
"GO:0000172";1;1;0,0558484651989243;1;1
"GO:0005968";1;1;1;1;1
"GO:0005754";0,0392301998519615;0,0476683937823834;0,0283246977547494;0,0319763138415988;0,0405132000986923
"GO:0014801";1;1;1;1;1
"GO:0005851";1;1;1;1;1
"GO:0000152";1;1;1;1;1
"GO:0032280";1;0,0476683937823834;1;1;1
"GO:0019907";1;1;1;1;1
"GO:0070985";1;1;1;1;1
"GO:0034666";1;0,0476683937823834;0,0283246977547494;0,0319763138415988;0,0405132000986923
"GO:0032473";1;1;1;1;1
"GO:0048269";1;1;1;1;1
"GO:0005602";1;1;1;1;1
"GO:0033165";1;1;1;1;1
"GO:0031260";1;1;1;1;1
"GO:0034365";1;1;1;1;1
"GO:0031298";1;1;1;1;1
"GO:0070702";1;1;1;1;1
"GO:0070703";1;1;1;1;1
"GO:0072588";1;1;1;1;1
"GO:0035867";1;1;1;1;1
"GO:0031597";1;1;1;1;1
"GO:0030663";0,0392301998519615;1;1;1;1
"GO:0000836";1;1;1;1;1
"GO:0032994";1;1;1;1;1
"GO:0008541";1;0,0476683937823834;0,0283246977547494;1;1
"GO:0000120";1;1;1;1;1
"GO:0031021";1;1;1;1;1
"GO:0016942";1;1;1;1;1
"GO:0045244";0,0392301998519615;1;1;1;1
"GO:0031372";1;1;1;1;0,0793869990879822
"GO:1990032";1;1;1;1;1
"GO:0044301";1;1;1;1;1
"GO:0045261";0,0392301998519615;0,0476683937823834;0,0283246977547494;0,0319763138415988;0,0405132000986923
"GO:0014804";1;1;1;1;1
"GO:0044302";1;1;1;1;1
"GO:0033593";1;1;1;1;1
"GO:0043540";1;1;1;1;1
"GO:0009295";1;1;1;1;1
"GO:0005846";1;1;1;1;1
"GO:0042025";1;1;1;1;1
"GO:0019867";1;1;1;1;1
"GO:0070069";1;1;1;1;1
"GO:0005965";1;1;1;1;1
"GO:0044299";1;1;1;1;1
"GO:0031515";1;1;1;1;1
"GO:0005597";1;1;1;1;1
"GO:0043189";1;1;1;1;1
"GO:0000262";1;1;1;1;1
"GO:0030893";1;1;1;1;1
"GO:0034991";1;1;1;1;1
"GO:0042643";0,0392301998519615;0,0476683937823834;1;0,0319763138415988;0,0405132000986923
"GO:0030892";1;1;1;1;1
"GO:0032579";1;1;1;1;1
"GO:0031371";1;1;1;1;1
"GO:0034752";1;1;1;1;1
