"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5835.1.id.csv";"peptide.count.P5835.2.id.csv";"spectra.count.P5835.1.id.csv";"spectra.count.P5835.2.id.csv";"dNSAF.P5835.1.id.csv";"dNSAF.P5835.2.id.csv";"Go.Cc";"norm.sc"
"472";472;"P30825";"P30825";"CTR1_HUMAN";"High affinity cationic amino acid transporter 1";"SLC7A1";1;1;4,80580834894211e-05;0;1;0;1;0;9,58524645379932e-05;"integral component of plasma membrane, membrane, plasma membrane";5,04286434694907e-05
"478";478;"P31641";"P31641";"SC6A6_HUMAN";"Sodium- and chloride-dependent taurine transporter";"SLC6A6";1;1;3,25038005535977e-05;1;NA;1;NA;6,52463282114499e-05;NA;"plasma membrane, integral component of plasma membrane, integral component of membrane";5,04286434694907e-05
"551";551;"P43007";"P43007-1";"SATT_HUMAN";"Neutral amino acid transporter A";"SLC1A4";6;11;0,000416684059728452;6;4;7;4;0,00053227267751446;0,00030221152979648;"neuronal cell body, extracellular vesicular exosome, dendrite, integral component of plasma membrane, melanosome, intermediate filament, membrane, plasma membrane, microtubule organizing center, centrosome, integral component of membrane";0,000554715078164397
"639";639;"P52569";"P52569-1,P52569-3";"CTR2_HUMAN";"Low affinity cationic amino acid transporter 2";"SLC7A2";2;3;6,89100330885545e-05;2;1;2;1;9,22174547669428e-05;4,58139819106366e-05;"plasma membrane, integral component of plasma membrane, membrane";0,000151285930408472
"643";643;"P53007";"P53007";"TXTP_HUMAN";"Tricarboxylate transport protein, mitochondrial";"SLC25A1";8;17;0,00110157574866534;8;8;9;8;0,00117065759299;0,00103393269358024;"mitochondrial inner membrane, nucleus, integral component of membrane, extracellular vesicular exosome";0,000857286938981341
"648";648;"P53985";"P53985";"MOT1_HUMAN";"Monocarboxylate transporter 1";"SLC16A1";5;20;0,000806094253729224;5;5;9;11;0,000728149022839781;0,0008842709361845;"centrosome, mitochondrion, plasma membrane, integral component of membrane, extracellular vesicular exosome, integral component of plasma membrane, membrane";0,00100857286938981
"655";655;"P55011";"P55011-1,P55011-3";"S12A2_HUMAN";"Solute carrier family 12 member 2";"SLC12A2";2;2;1,66273567188371e-05;2;NA;2;NA;3,3376834563613e-05;NA;"membrane, plasma membrane, extracellular vesicular exosome, basolateral plasma membrane, apical plasma membrane, integral component of plasma membrane";0,000100857286938981
"779";779;"P78382";"P78382-1,P78382-2";"S35A1_HUMAN";"CMP-sialic acid transporter";"SLC35A1";1;2;5,97992769828801e-05;1;1;1;1;6,00188775832328e-05;5,96352128530146e-05;"integral component of plasma membrane, Golgi apparatus, Golgi membrane";0,000100857286938981
"792";792;"Q00325";"Q00325-1,Q00325-2";"MPCP_HUMAN";"Phosphate carrier protein, mitochondrial";"SLC25A3";12;59;0,00164225003349531;12;12;26;33;0,00145272211432123;0,00183205304458115;"integral component of plasma membrane, extracellular vesicular exosome, mitochondrial inner membrane, membrane, mitochondrion";0,00297528996469995
"799";799;"Q01650";"Q01650";"LAT1_HUMAN";"Large neutral amino acids transporter small subunit 1";"SLC7A5";6;17;0,00081797688468838;6;6;9;8;0,000848658534778299;0,000792783697493725;"cytosol, nucleus, plasma membrane, nucleolus, integral component of membrane, apical plasma membrane, membrane, extracellular vesicular exosome";0,000857286938981341
"807";807;"Q02978";"Q02978";"M2OM_HUMAN";"Mitochondrial 2-oxoglutarate/malate carrier protein";"SLC25A11";12;24;0,00154030749120234;12;10;13;11;0,00167479428466333;0,00140807473914729;"mitochondrion, integral component of plasma membrane, mitochondrial inner membrane, nucleus";0,00121028744326778
"829";829;"Q08357";"Q08357";"S20A2_HUMAN";"Sodium-dependent phosphate transporter 2";"SLC20A2";4;6;0,00018545113199292;3;3;3;3;0,000186132163302602;0,000184942331884656;"membrane, integral component of plasma membrane, extracellular vesicular exosome, plasma membrane";0,000302571860816944
"922";922;"Q15043";"Q15043-1,Q15043-2,Q15043-3";"S39AE_HUMAN";"Zinc transporter ZIP14";"SLC39A14";2;4;5,46134318244732e-05;2;2;2;2;5,48139884703238e-05;5,44635954782274e-05;"integral component of membrane, plasma membrane, integral component of plasma membrane, lamellipodium, Golgi apparatus, endoplasmic reticulum";0,000201714573877963
"946";946;"Q15758";"Q15758-1";"AAAT_HUMAN";"Neutral amino acid transporter B(0)";"SLC1A5";11;27;0,00100575530733314;11;10;14;13;0,00104683572805062;0,000965847939035331;"integral component of plasma membrane, extracellular vesicular exosome, plasma membrane, membrane, Golgi apparatus, melanosome";0,00136157337367625
"1033";1033;"Q6KCM7";"Q6KCM7-1,Q6KCM7-2,Q6KCM7-4,Q6KCM7-6";"SCMC2_HUMAN";"Calcium-binding mitochondrial carrier protein SCaMC-2";"SLC25A25";2;2;2,1484388425619e-05;2;NA;2;NA;4,3126570886033e-05;NA;"mitochondrial inner membrane, intracellular membrane-bounded organelle, integral component of membrane, extracellular vesicular exosome, mitochondrion";0,000100857286938981
"1034";1034;"Q6NUK1";"Q6NUK1-1";"SCMC1_HUMAN";"Calcium-binding mitochondrial carrier protein SCaMC-1";"SLC25A24";17;32;0,00135194004818318;16;14;17;15;0,00144171131938927;0,00126396646109849;"integral component of membrane, mitochondrial inner membrane, mitochondrion, cytoplasm";0,0016137165910237
"1038";1038;"Q6NXT4";"Q6NXT4-1,Q6NXT4-2,Q6NXT4-3";"ZNT6_HUMAN";"Zinc transporter 6";"SLC30A6";3;5;7,28573982040152e-05;3;2;3;2;8,77499424969608e-05;5,81260064539867e-05;"Golgi membrane, mitochondrion, integral component of membrane, Golgi apparatus";0,000252143217347453
"1046";1046;"Q6PML9";"Q6PML9";"ZNT9_HUMAN";"Zinc transporter 9";"SLC30A9";2;3;0,000106438501812838;1;2;1;2;7,12195836110897e-05;0,000141528638953985;"nucleus, integral component of membrane, cytoskeleton";0,000151285930408472
"1057";1057;"Q6ZQN7";"Q6ZQN7";"SO4C1_HUMAN";"Solute carrier organic anion transporter family member 4C1";"SLCO4C1";1;2;5,5669492660858e-05;1;1;1;1;5,58739274738935e-05;5,55167589267014e-05;"extracellular vesicular exosome, plasma membrane, integral component of membrane, basolateral plasma membrane";0,000100857286938981
"1121";1121;"Q8IXU6";"Q8IXU6-1,Q8IXU6-3";"S35F2_HUMAN";"Solute carrier family 35 member F2";"SLC35F2";2;5;0,000134708264326408;2;2;2;3;0,000108162362275666;0,00016120641763208;"integral component of membrane";0,000252143217347453
"1138";1138;"Q8N357";"Q8N357";"S35F6_HUMAN";"Solute carrier family 35 member F6";"SLC35F6";4;10;0,000543190197930744;4;4;5;5;0,000545184952710228;0,000541699911899351;"extracellular vesicular exosome, lysosomal membrane, mitochondrion, integral component of membrane";0,000504286434694907
"1153";1153;"Q8N8R3";"Q8N8R3";"MCATL_HUMAN";"Mitochondrial carnitine/acylcarnitine carrier protein CACL";"SLC25A29";1;1;6,65094268753485e-05;NA;1;NA;1;NA;0,000132653905818257;"integral component of membrane, mitochondrial inner membrane";5,04286434694907e-05
"1156";1156;"Q8NBI5";"Q8NBI5";"S43A3_HUMAN";"Solute carrier family 43 member 3";"SLC43A3";3;8;0,000328347964859154;3;3;4;4;0,000329553755528301;0,000327447115787632;"integral component of membrane";0,000403429147755925
"1173";1173;"Q8NEW0";"Q8NEW0";"ZNT7_HUMAN";"Zinc transporter 7";"SLC30A7";4;6;0,000321580154413254;2;4;2;4;0,000215174061122867;0,000427597164499275;"cytoplasmic membrane-bounded vesicle, Golgi apparatus, cytoplasm, integral component of membrane, extracellular vesicular exosome, vesicle, perinuclear region of cytoplasm, Golgi membrane";0,000302571860816944
"1183";1183;"Q8TAD4";"Q8TAD4-1";"ZNT5_HUMAN";"Zinc transporter 5";"SLC30A5";2;3;7,90288484048259e-05;1;2;1;2;5,28793771125476e-05;0,000105082701863874;"secretory granule membrane, nucleolus, Golgi apparatus, secretory granule, membrane, nucleus, Golgi membrane, integral component of plasma membrane, apical plasma membrane";0,000151285930408472
"1185";1185;"Q8TB61";"Q8TB61-1,Q8TB61-2,Q8TB61-3";"S35B2_HUMAN";"Adenosine 3'-phospho 5'-phosphosulfate transporter 1";"SLC35B2";4;9;0,000139946919050212;4;4;4;5;0,000124854084849071;0,000155069959347731;"membrane, integral component of membrane, Golgi membrane, Golgi apparatus";0,000453857791225416
"1186";1186;"Q8TBP6";"Q8TBP6";"S2540_HUMAN";"Solute carrier family 25 member 40";"SLC25A40";3;5;0,000298111780225305;1;3;1;4;0,000119682613878991;0,000475670218496235;"integral component of membrane, mitochondrial inner membrane";0,000252143217347453
"1198";1198;"Q8TF71";"Q8TF71";"MOT10_HUMAN";"Monocarboxylate transporter 10";"SLC16A10";1;1;3,91307890159817e-05;NA;1;NA;1;NA;7,80468610930715e-05;"integral component of membrane, plasma membrane, basolateral plasma membrane";5,04286434694907e-05
"1205";1205;"Q8WUM9";"Q8WUM9";"S20A1_HUMAN";"Sodium-dependent phosphate transporter 1";"SLC20A1";1;2;5,93589288460401e-05;1;1;1;1;5,95769123580249e-05;5,91960728467332e-05;"integral component of plasma membrane, plasma membrane, membrane";0,000100857286938981
"1206";1206;"Q8WUX1";"Q8WUX1-1";"S38A5_HUMAN";"Sodium-coupled neutral amino acid transporter 5";"SLC38A5";6;12;0,000512348042624507;6;5;7;5;0,000599934458554433;0,000425785312107329;"plasma membrane, integral component of membrane";0,000605143721633888
"1221";1221;"Q92504";"Q92504";"S39A7_HUMAN";"Zinc transporter SLC39A7";"SLC39A7";3;5;0,00021484388425619;2;3;2;3;0,000172506283544132;0,000257105331319393;"membrane, integral component of membrane, endoplasmic reticulum membrane, Golgi apparatus";0,000252143217347453
"1225";1225;"Q92536";"Q92536";"YLAT2_HUMAN";"Y+L amino acid transporter 2";"SLC7A6";2;2;9,47376997229032e-05;2;0;2;0;0,000185661219906191;NA;"integral component of plasma membrane, plasma membrane, basolateral plasma membrane";0,000100857286938981
"1231";1231;"Q92581";"Q92581-2";"SL9A6_HUMAN";"Sodium/hydrogen exchanger 6";"SLC9A6";5;11;0,0003313541401727;4;5;5;6;0,000302337245822862;0,000360485501909703;"endoplasmic reticulum membrane, recycling endosome membrane, early endosome membrane, integral component of membrane, plasma membrane";0,000554715078164397
"1262";1262;"Q969S0";"Q969S0-1,Q969S0-2,Q969S0-3";"S35B4_HUMAN";"UDP-xylose and UDP-N-acetylglucosamine transporter";"SLC35B4";1;2;4,05888345281583e-05;1;1;1;1;4,07378887120835e-05;4,04774757934862e-05;"Golgi membrane, integral component of membrane, Golgi apparatus";0,000100857286938981
"1274";1274;"Q96AG3";"Q96AG3";"S2546_HUMAN";"Solute carrier family 25 member 46";"SLC25A46";4;6;0,000289268272869339;3;3;3;3;0,000290330551371523;0,000288474642078458;"mitochondrial inner membrane, integral component of membrane";0,000302571860816944
"1305";1305;"Q96K37";"Q96K37-1,Q96K37-2";"S35E1_HUMAN";"Solute carrier family 35 member E1";"SLC35E1";1;2;4,91520886420259e-05;1;1;1;1;4,93325896232914e-05;4,90172359304047e-05;"integral component of membrane";0,000100857286938981
"1317";1317;"Q96QD8";"Q96QD8-1";"S38A2_HUMAN";"Sodium-coupled neutral amino acid transporter 2";"SLC38A2";3;7;0,000278787538345087;3;3;4;3;0,000319784375423707;0,000238305139108291;"plasma membrane, integral component of membrane";0,000353000504286435
"1345";1345;"Q99808";"Q99808";"S29A1_HUMAN";"Equilibrative nucleoside transporter 1";"SLC29A1";7;19;0,000839681514301275;7;6;10;9;0,000887121129190766;0,00079330526571576;"integral component of plasma membrane, basolateral plasma membrane, plasma membrane, membrane, apical plasma membrane";0,000958144225920323
"1389";1389;"Q9BXP2";"Q9BXP2-1";"S12A9_HUMAN";"Solute carrier family 12 member 9";"SLC12A9";3;6;0,000135965934482045;2;3;3;3;0,000136096416559222;0,000136050985121384;"plasma membrane, integral component of membrane, extracellular vesicular exosome";0,000302571860816944
"1421";1421;"Q9H2D1";"Q9H2D1";"MFTC_HUMAN";"Mitochondrial folate transporter/carrier";"SLC25A32";4;5;0,000319878672114771;2;3;2;3;0,000256842688832374;0,000382801271075541;"integral component of membrane, mitochondrial inner membrane";0,000252143217347453
"1422";1422;"Q9H2H9";"Q9H2H9";"S38A1_HUMAN";"Sodium-coupled neutral amino acid transporter 1";"SLC38A1";3;7;0,000289664259553623;3;3;4;3;0,000332260562555227;0,000247602464864056;"plasma membrane, axon, extracellular vesicular exosome, integral component of membrane";0,000353000504286435
"1498";1498;"Q9NUM3";"Q9NUM3-1,Q9NUM3-2";"S39A9_HUMAN";"Zinc transporter ZIP9";"SLC39A9";1;4;0,000131285709076421;1;1;2;2;0,000131767828961234;0,000130925516165902;"integral component of membrane";0,000201714573877963
"1507";1507;"Q9NVC3";"Q9NVC3-1";"S38A7_HUMAN";"Putative sodium-coupled neutral amino acid transporter 7";"SLC38A7";1;1;4,36198189247416e-05;1;NA;1;NA;8,75600075564912e-05;NA;"axon, neuronal cell body, integral component of membrane";5,04286434694907e-05
"1528";1528;"Q9NY26";"Q9NY26";"S39A1_HUMAN";"Zinc transporter ZIP1";"SLC39A1";2;5;0,000310993153444917;1;2;2;3;0,000249708169698142;0,000372167902434554;"endoplasmic reticulum membrane, plasma membrane, integral component of membrane, membrane";0,000252143217347453
"1572";1572;"Q9UBX3";"Q9UBX3-1,Q9UBX3-2";"DIC_HUMAN";"Mitochondrial dicarboxylate carrier";"SLC25A10";7;14;0,000491520886420259;5;6;6;8;0,00042285076819964;0,000560196982061768;"nucleus, mitochondrial inner membrane, integral component of membrane";0,000706001008572869
"1586";1586;"Q9UHW9";"Q9UHW9-1,Q9UHW9-2,Q9UHW9-3,Q9UHW9-4,Q9UHW9-5,Q9UHW9-6";"S12A6_HUMAN";"Solute carrier family 12 member 6";"SLC12A6";6;10;2,92063135409139e-05;5;4;6;4;3,51762812966078e-05;2,33009469350329e-05;"basolateral plasma membrane, plasma membrane, integral component of membrane";0,000504286434694907
"1595";1595;"Q9UJS0";"Q9UJS0-1,Q9UJS0-2";"CMC2_HUMAN";"Calcium-binding mitochondrial carrier protein Aralar2";"SLC25A13";11;20;0,000398071236409493;8;10;9;11;0,000366000831586133;0,000430931255450536;"mitochondrial inner membrane, mitochondrion, integral component of plasma membrane";0,00100857286938981
"1623";1623;"Q9Y289";"Q9Y289";"SC5A6_HUMAN";"Sodium-dependent multivitamin transporter";"SLC5A6";5;11;0,000349095936654388;5;4;6;5;0,000382230458183612;0,000316489239865605;"plasma membrane, vesicle membrane, membrane, integral component of plasma membrane, brush border membrane";0,000554715078164397
"1624";1624;"Q9Y2D2";"Q9Y2D2-1,Q9Y2D2-2";"S35A3_HUMAN";"UDP-N-acetylglucosamine transporter";"SLC35A3";1;4;0,000124014500573727;1;1;2;2;0,000124469918434151;0,000123674256809021;"integral component of membrane, Golgi apparatus, Golgi membrane";0,000201714573877963
"1670";1670;"Q9Y619";"Q9Y619";"ORNT1_HUMAN";"Mitochondrial ornithine transporter 1";"SLC25A15";6;11;0,000736464849752613;6;3;7;4;0,000940761011420905;0,000534141308477499;"integral component of membrane, mitochondrial inner membrane";0,000554715078164397
"1673";1673;"Q9Y666";"Q9Y666-1";"S12A7_HUMAN";"Solute carrier family 12 member 7";"SLC12A7";2;3;5,58237017818022e-05;2;1;2;1;7,47049371950119e-05;3,7113696641673e-05;"plasma membrane, integral component of plasma membrane";0,000151285930408472
"1689";1689;"Q9Y6M5";"Q9Y6M5";"ZNT1_HUMAN";"Zinc transporter 1";"SLC30A1";3;4;0,000158992949453496;2;2;2;2;0,000159576818505321;0,000158556739498745;"endoplasmic reticulum, nuclear membrane, Golgi apparatus, cytoplasm, T-tubule, plasma membrane, integral component of membrane";0,000201714573877963
"77";77;"O15439";"O15439-1,O15439-2";"MRP4_HUMAN";"Multidrug resistance-associated protein 4";"ABCC4";2;2;1,52093255420608e-05;2;NA;2;NA;3,05303573517728e-05;NA;"integral component of membrane, platelet dense granule membrane, membrane, plasma membrane";0,000100857286938981
"129";129;"O75027";"O75027-1,O75027-2";"ABCB7_HUMAN";"ATP-binding cassette sub-family B member 7, mitochondrial";"ABCB7";19;42;0,000562765270223195;17;15;22;20;0,000591728668087883;0,000534496455624094;"integral component of membrane, mitochondrial inner membrane, mitochondrion";0,00211800302571861
"446";446;"P28288";"P28288-1";"ABCD3_HUMAN";"ATP-binding cassette sub-family D member 3";"ABCD3";17;32;0,00103448471321851;15;15;16;16;0,00103993433593113;0,00103009750233782;"intracellular membrane-bounded organelle, cytosol, peroxisome, membrane, peroxisomal matrix, mitochondrial inner membrane, integral component of membrane, peroxisomal membrane";0,0016137165910237
"491";491;"P33527";"P33527-1,P33527-9";"MRP1_HUMAN";"Multidrug resistance-associated protein 1";"ABCC1";23;55;0,000361978967628244;23;20;30;25;0,000396336285020564;0,000328168953812311;"membrane, extracellular vesicular exosome, plasma membrane, integral component of plasma membrane";0,00277357539082199
"492";492;"P33897";"P33897";"ABCD1_HUMAN";"ATP-binding cassette sub-family D member 1";"ABCD1";8;12;0,000324601712911097;6;6;6;6;0,000325793746237038;0,000323711141983344;"cytoplasm, perinuclear region of cytoplasm, peroxisomal membrane, peroxisome, integral component of peroxisomal membrane, membrane, cytosol, mitochondrion";0,000605143721633888
"699";699;"P61221";"P61221";"ABCE1_HUMAN";"ATP-binding cassette sub-family E member 1";"ABCE1";2;3;0,00010092999838012;1;2;1;2;6,7533762088646e-05;0,000134204118407118;"membrane, cytoplasm, mitochondrion";0,000151285930408472
"1171";1171;"Q8NE71";"Q8NE71-1,Q8NE71-2";"ABCF1_HUMAN";"ATP-binding cassette sub-family F member 1";"ABCF1";2;2;2,38489424180244e-05;NA;2;NA;2;NA;4,75670218496235e-05;"ribosome, polysomal ribosome, nuclear envelope, membrane, cytoplasm, nucleoplasm";0,000100857286938981
"1483";1483;"Q9NRK6";"Q9NRK6";"ABCBA_HUMAN";"ATP-binding cassette sub-family B member 10, mitochondrial";"ABCB10";7;8;0,000233017309117752;5;3;5;3;0,000292341271841727;0,000174283505530328;"integral component of mitochondrial membrane, mitochondrial inner membrane";0,000403429147755925
"1504";1504;"Q9NUT2";"Q9NUT2-1,Q9NUT2-2";"ABCB8_HUMAN";"ATP-binding cassette sub-family B member 8, mitochondrial";"ABCB8";1;1;1,4623025010961e-05;0;1;0;1;NA;2,91658111295651e-05;"mitochondrion, mitochondrial inner membrane, membrane, nucleolus, mitochondrial envelope, ATP-binding cassette (ABC) transporter complex, nucleus, integral component of membrane";5,04286434694907e-05
